2, 7, 8, 27, 35
19, 23, 32, 36, 40
2, 7, 17, 20, 28
4, 14, 37, 39, 40
9, 15, 30, 35, 40
1, 23, 26, 35, 37
8, 13, 24, 25, 39
2, 3, 25, 30, 40
19, 26, 27, 31, 39
4, 6, 9, 10, 14
7, 8, 23, 27, 33
1, 13, 22, 35, 40
8, 12, 14, 23, 25
10, 13, 15, 36, 39
3, 4, 5, 35, 40
3, 5, 28, 36, 38
7, 8, 13, 14, 31
23, 24, 26, 34, 35
9, 11, 14, 17, 23
1, 9, 15, 22, 30
5, 7, 20, 21, 24
5, 14, 19, 37, 38
1, 20, 22, 33, 39
12, 20, 21, 31, 40
3, 25, 27, 34, 38
4, 8, 19, 23, 24
2, 3, 31, 34, 38
1, 26, 27, 35, 37
14, 21, 28, 33, 35
3, 11, 20, 26, 35
16, 21, 28, 37, 40
16, 19, 20, 21, 27
17, 25, 28, 29, 31
2, 10, 18, 21, 25
1, 3, 10, 18, 36
3, 5, 8, 20, 27
4, 19, 29, 31, 34
19, 26, 29, 32, 34
10, 15, 24, 39, 40
8, 19, 21, 23, 31
5, 11, 14, 25, 34
2, 5, 19, 25, 27
11, 20, 29, 32, 33
2, 4, 14, 28, 35
5, 6, 16, 23, 37
18, 19, 21, 26, 35
11, 12, 14, 37, 39
5, 11, 12, 19, 21
2, 4, 10, 13, 21
14, 31, 34, 36, 40
7, 23, 26, 33, 36
4, 6, 16, 25, 27
6, 15, 17, 33, 37
2, 4, 6, 8, 23
3, 17, 20, 27, 40
6, 8, 15, 16, 19
14, 19, 23, 34, 35
10, 13, 15, 27, 39
1, 4, 20, 25, 33
4, 17, 18, 32, 37
1, 4, 12, 17, 35
3, 4, 5, 16, 31
3, 4, 7, 17, 39
1, 14, 15, 31, 36
10, 22, 28, 29, 39
3, 8, 12, 22, 33
2, 8, 22, 27, 28
9, 13, 25, 29, 38
4, 14, 17, 22, 32
18, 26, 30, 31, 38
7, 15, 22, 30, 36
10, 13, 16, 31, 33
12, 14, 15, 20, 39
8, 9, 13, 26, 37
5, 12, 27, 31, 38
5, 12, 14, 19, 33
16, 33, 35, 37, 40
12, 15, 30, 31, 32
2, 4, 25, 30, 33
12, 26, 28, 33, 40
7, 9, 10, 14, 38
5, 7, 9, 10, 19
11, 13, 18, 23, 36
4, 5, 15, 30, 32
5, 10, 11, 15, 28
2, 12, 18, 30, 39
4, 6, 16, 25, 36
17, 18, 20, 31, 36
14, 24, 30, 31, 36
2, 3, 4, 29, 33
9, 16, 19, 23, 40
9, 13, 19, 29, 34
5, 11, 18, 27, 39
4, 9, 21, 24, 39
3, 11, 20, 25, 34
14, 24, 26, 31, 32
18, 19, 23, 24, 32
14, 22, 31, 39, 40
4, 11, 14, 17, 32
7, 16, 20, 24, 26
12, 19, 20, 30, 33
3, 8, 24, 36, 39
1, 12, 15, 18, 28
1, 4, 5, 23, 37
1, 7, 19, 24, 38
3, 9, 24, 29, 33
17, 19, 20, 27, 28
18, 28, 31, 38, 40
6, 12, 18, 27, 36
2, 22, 24, 31, 37
9, 16, 28, 39, 40
5, 15, 21, 29, 33
16, 20, 23, 27, 28
6, 16, 32, 38, 40
8, 9, 10, 36, 37
1, 9, 10, 27, 38
5, 16, 17, 21, 36
16, 17, 24, 27, 32
9, 15, 24, 25, 33
16, 17, 21, 29, 36
12, 16, 22, 34, 37
4, 14, 19, 25, 28
2, 8, 20, 26, 31
22, 26, 30, 34, 39
3, 7, 12, 22, 35
8, 29, 30, 33, 36
4, 15, 22, 28, 40
19, 30, 32, 34, 39
5, 6, 19, 31, 36
2, 5, 29, 36, 37
5, 6, 7, 16, 18
7, 9, 20, 22, 32
2, 8, 22, 34, 37
11, 20, 32, 34, 35
1, 5, 9, 32, 37
2, 11, 22, 30, 35
12, 15, 21, 28, 33
1, 4, 26, 27, 30
1, 27, 28, 33, 40
8, 15, 16, 25, 31
1, 6, 13, 16, 21
4, 6, 11, 18, 36
10, 17, 23, 33, 35
2, 11, 13, 24, 32
4, 8, 16, 30, 39
1, 5, 16, 18, 37
5, 6, 14, 25, 35
2, 3, 13, 16, 28
6, 10, 11, 17, 35
3, 15, 26, 29, 31
17, 23, 26, 28, 39
9, 21, 24, 29, 37
6, 14, 24, 27, 34
3, 4, 23, 26, 29
4, 13, 21, 25, 35
1, 9, 13, 20, 26
6, 9, 18, 32, 33
12, 15, 33, 34, 37
5, 13, 17, 22, 28
10, 11, 13, 35, 40
10, 17, 23, 28, 32
18, 21, 32, 33, 39
16, 23, 29, 30, 36
16, 27, 30, 33, 35
5, 9, 12, 16, 35
2, 3, 20, 30, 38
4, 12, 18, 24, 31
13, 14, 24, 25, 31
9, 10, 13, 18, 36
6, 9, 10, 11, 26
8, 14, 22, 32, 36
10, 12, 26, 29, 35
2, 18, 30, 32, 37
2, 4, 33, 36, 39
4, 12, 14, 18, 26
5, 6, 17, 24, 25
7, 8, 23, 38, 39
11, 17, 30, 34, 37
4, 5, 16, 30, 35
6, 15, 23, 36, 37
6, 9, 12, 18, 24
2, 4, 20, 22, 33
13, 16, 18, 26, 39
3, 15, 19, 30, 38
1, 10, 13, 16, 26
12, 18, 22, 25, 29
5, 17, 19, 20, 33
1, 5, 11, 16, 25
20, 21, 27, 37, 38
1, 5, 10, 11, 22
7, 9, 15, 20, 40
6, 21, 27, 28, 35
7, 13, 27, 28, 34
15, 17, 29, 31, 32
2, 12, 17, 34, 37
1, 14, 18, 19, 27
1, 14, 21, 24, 36
1, 4, 6, 17, 27
1, 4, 15, 30, 34
10, 15, 16, 25, 38
2, 13, 15, 20, 25
24, 32, 34, 35, 37
4, 8, 24, 25, 36
5, 11, 14, 23, 33
4, 6, 11, 26, 27
10, 11, 17, 24, 27
1, 14, 16, 36, 37
2, 14, 15, 29, 39
3, 4, 16, 21, 28
4, 18, 19, 28, 34
13, 14, 15, 26, 38
2, 6, 17, 20, 34
8, 11, 14, 25, 31
3, 6, 26, 29, 39
5, 24, 28, 32, 34
1, 3, 10, 27, 34
2, 15, 22, 25, 28
3, 15, 20, 35, 40
4, 11, 13, 18, 37
5, 10, 17, 22, 33
4, 5, 14, 16, 39
5, 6, 14, 20, 31
1, 6, 21, 30, 37
10, 22, 29, 35, 38
3, 4, 10, 18, 40
15, 16, 19, 25, 40
11, 16, 21, 24, 31
1, 3, 17, 19, 26
9, 10, 20, 25, 30
1, 8, 15, 17, 27
15, 21, 27, 30, 36
8, 9, 16, 24, 26
6, 12, 14, 35, 37
7, 8, 11, 29, 40
11, 12, 18, 29, 30
6, 12, 19, 26, 27
1, 14, 17, 23, 40
1, 3, 10, 24, 40
8, 24, 27, 35, 40
12, 13, 17, 26, 30
1, 3, 5, 9, 13
6, 22, 29, 37, 40
6, 8, 14, 16, 31
1, 18, 27, 32, 40
10, 12, 13, 14, 34
1, 14, 23, 30, 32
17, 18, 28, 33, 34
5, 16, 31, 34, 38
3, 19, 26, 32, 34
4, 7, 32, 36, 38
7, 23, 28, 31, 37
15, 27, 28, 31, 34
1, 3, 5, 14, 29
1, 3, 24, 26, 28
2, 8, 29, 35, 40
7, 13, 27, 29, 36
4, 8, 10, 23, 40
13, 23, 24, 28, 36
2, 24, 28, 31, 37
7, 13, 23, 28, 29
8, 15, 18, 33, 37
14, 29, 32, 33, 37
8, 17, 21, 37, 39
1, 16, 17, 20, 30
12, 15, 22, 25, 31
6, 9, 15, 17, 24
6, 22, 34, 35, 37
8, 14, 27, 36, 37
12, 21, 32, 33, 35
5, 6, 12, 29, 40
11, 16, 18, 19, 23
4, 8, 10, 11, 19
2, 3, 10, 19, 24
7, 8, 20, 26, 39
2, 8, 24, 28, 32
6, 10, 11, 28, 32
17, 22, 31, 33, 37
3, 17, 20, 22, 24
5, 7, 8, 14, 20
14, 22, 27, 31, 34
3, 6, 14, 23, 25
5, 24, 31, 34, 35
3, 15, 27, 29, 39
12, 17, 19, 20, 36
2, 3, 19, 22, 30
6, 10, 13, 37, 38
2, 4, 13, 17, 22
10, 12, 31, 39, 40
3, 12, 15, 23, 35
21, 23, 27, 29, 39
20, 24, 28, 32, 37
5, 13, 15, 28, 29
1, 5, 17, 26, 37
11, 18, 23, 24, 31
2, 5, 6, 9, 37
3, 7, 11, 13, 16
4, 5, 13, 29, 33
21, 27, 28, 31, 34
8, 9, 12, 18, 40
6, 23, 29, 38, 40
3, 7, 21, 26, 29
4, 6, 13, 15, 37
7, 12, 16, 17, 30
6, 11, 12, 15, 18
9, 22, 30, 38, 39
1, 2, 11, 16, 35
9, 15, 16, 26, 34
11, 13, 14, 26, 34
8, 9, 10, 18, 27
6, 11, 13, 17, 30
7, 16, 24, 37, 39
16, 19, 24, 29, 31
13, 17, 20, 30, 38
3, 8, 21, 37, 39
13, 16, 17, 25, 33
6, 8, 23, 29, 40
11, 21, 23, 29, 30
6, 22, 29, 39, 40
3, 11, 12, 35, 39
2, 20, 22, 28, 40
9, 12, 13, 28, 32
3, 8, 12, 18, 19
4, 15, 17, 25, 39
7, 9, 16, 19, 30
9, 17, 21, 32, 35
5, 20, 34, 35, 37
9, 13, 19, 34, 35
4, 16, 28, 32, 40
2, 23, 27, 30, 40
11, 17, 25, 29, 32
1, 3, 16, 27, 33
3, 10, 16, 37, 40
1, 3, 15, 35, 40
2, 8, 10, 23, 32
9, 13, 17, 19, 36
4, 6, 10, 15, 36
5, 11, 15, 22, 29
7, 9, 24, 32, 38
9, 14, 18, 29, 34
3, 5, 9, 20, 37
4, 8, 18, 24, 25
2, 6, 13, 33, 38
2, 21, 23, 24, 25
9, 10, 11, 14, 18
11, 19, 29, 31, 37
1, 11, 13, 22, 28
4, 8, 13, 25, 27
1, 7, 22, 34, 35
5, 6, 11, 29, 34
9, 15, 28, 35, 38
3, 5, 11, 15, 29
3, 8, 21, 23, 40
1, 7, 33, 34, 37
13, 18, 23, 28, 34
8, 17, 28, 34, 40
4, 26, 27, 28, 29
3, 6, 21, 24, 27
7, 14, 15, 21, 25
12, 16, 22, 25, 31
2, 26, 29, 31, 37
3, 5, 6, 21, 31
4, 5, 7, 20, 30
6, 13, 28, 32, 36
11, 12, 21, 33, 37
2, 5, 6, 8, 27
4, 6, 21, 28, 33
3, 13, 19, 30, 40
4, 6, 29, 38, 39
9, 10, 14, 20, 40
11, 15, 20, 38, 40
3, 8, 11, 33, 39
8, 20, 33, 36, 39
6, 11, 17, 34, 39
7, 8, 34, 35, 38
1, 4, 5, 21, 37
5, 9, 11, 28, 38
15, 22, 24, 28, 40
27, 29, 35, 36, 39
3, 18, 20, 26, 28
11, 26, 30, 34, 38
3, 5, 8, 9, 30
5, 11, 29, 32, 37
2, 22, 27, 32, 39
20, 21, 25, 33, 39
6, 12, 18, 26, 40
12, 13, 18, 24, 38
1, 7, 8, 17, 18
5, 10, 20, 21, 36
14, 29, 30, 35, 36
2, 9, 31, 32, 40
21, 23, 24, 33, 37
6, 7, 16, 23, 31
1, 13, 27, 30, 35
13, 18, 21, 25, 31
7, 10, 18, 34, 39
5, 8, 18, 22, 38
5, 9, 10, 14, 40
4, 16, 19, 20, 35
5, 17, 18, 19, 37
6, 22, 24, 34, 39
1, 2, 17, 24, 28
1, 13, 18, 32, 37
3, 10, 14, 15, 24
4, 7, 11, 17, 28
10, 16, 23, 24, 36
9, 23, 31, 37, 38
11, 12, 21, 27, 31
4, 14, 15, 16, 30
1, 5, 27, 28, 36
4, 5, 9, 11, 39
2, 4, 15, 17, 35
2, 10, 20, 22, 35
3, 7, 22, 34, 39
1, 13, 21, 30, 37
21, 24, 25, 28, 36
2, 22, 26, 33, 40
2, 16, 19, 30, 38
15, 16, 25, 34, 39
1, 4, 15, 20, 35
8, 9, 17, 35, 39
7, 23, 24, 27, 28
6, 10, 17, 22, 23
12, 16, 30, 33, 35
17, 18, 21, 35, 40
6, 7, 11, 23, 40
11, 16, 18, 33, 36
3, 7, 16, 27, 39
4, 26, 29, 30, 34
2, 5, 20, 23, 29
4, 10, 23, 27, 36
7, 23, 28, 33, 37
2, 6, 23, 26, 36
6, 19, 24, 25, 33
2, 7, 9, 30, 38
1, 11, 27, 30, 31
4, 5, 6, 7, 19
8, 15, 18, 20, 38
14, 16, 25, 29, 40
1, 8, 14, 31, 39
8, 25, 29, 35, 38
2, 9, 14, 32, 34
13, 17, 20, 28, 36
11, 23, 31, 34, 36
4, 13, 25, 30, 40
2, 27, 34, 35, 39
6, 11, 28, 30, 38
3, 16, 25, 26, 31
6, 22, 25, 31, 39
2, 8, 16, 28, 33
9, 21, 28, 31, 32
25, 27, 31, 37, 39
5, 14, 22, 29, 39
8, 18, 24, 27, 40
8, 10, 35, 37, 39
1, 27, 30, 32, 35
4, 6, 7, 21, 31
15, 20, 28, 30, 32
2, 20, 22, 27, 40
2, 11, 22, 28, 36
13, 23, 26, 30, 34
2, 9, 23, 25, 40
12, 23, 28, 30, 34
11, 15, 22, 33, 38
12, 22, 24, 31, 37
5, 18, 19, 38, 39
13, 20, 24, 36, 37
7, 12, 16, 24, 31
4, 10, 24, 25, 35
9, 12, 15, 24, 35
6, 16, 21, 28, 33
4, 15, 20, 35, 36
1, 12, 19, 29, 30
19, 24, 27, 29, 32
4, 12, 16, 18, 24
17, 26, 27, 32, 34
1, 8, 18, 22, 26
10, 17, 18, 19, 36
4, 15, 17, 35, 37
2, 17, 19, 34, 35
5, 7, 9, 17, 34
2, 4, 7, 16, 35
8, 9, 12, 17, 31
1, 2, 6, 36, 38
8, 12, 13, 25, 30
1, 12, 29, 31, 33
14, 19, 38, 39, 40
12, 15, 17, 31, 32
2, 10, 18, 20, 40
9, 22, 28, 31, 33
8, 11, 12, 16, 29
7, 15, 23, 26, 37
2, 5, 21, 24, 29
1, 4, 9, 17, 20
15, 20, 22, 30, 40
2, 5, 14, 23, 29
5, 7, 11, 12, 29
2, 5, 13, 20, 35
1, 5, 28, 29, 30
2, 3, 7, 23, 27
9, 15, 24, 29, 39
1, 16, 25, 28, 30
1, 3, 25, 30, 36
6, 8, 12, 25, 34
3, 10, 26, 32, 35
3, 10, 11, 25, 34
4, 14, 17, 28, 39
13, 14, 15, 25, 31
12, 13, 30, 32, 35
7, 10, 12, 25, 26
11, 21, 26, 35, 36
10, 16, 27, 30, 33
17, 19, 35, 37, 39
6, 7, 21, 34, 38
7, 15, 27, 30, 37
2, 12, 19, 30, 38
6, 19, 24, 25, 34
4, 5, 7, 12, 34
22, 27, 28, 33, 34
2, 11, 12, 13, 36
7, 9, 28, 34, 35
3, 9, 11, 25, 37
6, 9, 17, 26, 37
3, 6, 16, 33, 35
9, 19, 26, 32, 35
11, 12, 30, 34, 35
4, 12, 13, 15, 33
3, 5, 13, 24, 30
9, 25, 26, 29, 32
3, 7, 10, 13, 33
9, 21, 23, 24, 25
7, 14, 21, 36, 39
11, 18, 29, 32, 33
13, 17, 24, 27, 40
14, 19, 27, 28, 31
1, 10, 19, 22, 39
8, 12, 19, 28, 35
3, 5, 12, 31, 40
3, 12, 27, 35, 38
1, 4, 7, 19, 33
11, 15, 23, 24, 31
16, 21, 31, 32, 39
1, 24, 26, 33, 35
9, 23, 32, 33, 35
2, 4, 12, 33, 34
7, 9, 18, 28, 38
8, 25, 27, 33, 38
11, 21, 27, 29, 30
9, 10, 33, 39, 40
1, 11, 19, 21, 33
2, 4, 20, 26, 32
10, 14, 20, 32, 40
3, 25, 27, 34, 40
8, 10, 11, 17, 38
6, 8, 19, 27, 33
15, 18, 25, 26, 39
17, 18, 27, 29, 30
9, 24, 25, 37, 39
2, 22, 26, 32, 38
1, 4, 21, 32, 40
3, 13, 17, 36, 39
8, 11, 17, 20, 25
9, 12, 14, 31, 34
17, 21, 27, 29, 31
4, 5, 6, 13, 36
1, 10, 11, 13, 18
5, 14, 21, 25, 36
9, 17, 24, 27, 34
5, 10, 11, 20, 29
11, 13, 19, 26, 34
4, 5, 25, 27, 36
4, 15, 18, 23, 35
2, 7, 9, 27, 34
10, 19, 27, 29, 37
3, 29, 30, 33, 34
11, 18, 28, 31, 38
12, 19, 21, 36, 40
4, 8, 16, 18, 27
14, 18, 19, 24, 26
14, 25, 27, 31, 40
6, 8, 16, 24, 30
6, 19, 23, 30, 37
2, 17, 18, 31, 33
3, 11, 18, 20, 37
2, 4, 6, 9, 12
6, 10, 11, 13, 32
8, 10, 12, 23, 24
1, 7, 11, 32, 34
1, 14, 17, 28, 31
3, 25, 27, 29, 40
4, 11, 21, 25, 30
4, 12, 18, 19, 25
3, 7, 8, 11, 16
3, 14, 23, 34, 37
2, 18, 27, 33, 35
2, 3, 9, 26, 37
4, 26, 28, 37, 40
4, 7, 24, 28, 32
5, 16, 19, 21, 29
3, 7, 20, 21, 35
9, 17, 25, 26, 39
13, 14, 18, 20, 29
6, 16, 25, 29, 39
3, 10, 21, 24, 34
3, 7, 9, 12, 25
13, 14, 29, 35, 36
17, 23, 27, 36, 39
5, 25, 37, 38, 40
18, 22, 31, 37, 40
3, 8, 13, 30, 37
10, 11, 29, 30, 40
6, 14, 19, 27, 35
14, 16, 18, 19, 33
7, 9, 18, 24, 36
5, 11, 15, 20, 27
19, 25, 32, 33, 35
1, 20, 25, 28, 33
14, 22, 27, 30, 37
13, 23, 24, 35, 40
2, 10, 11, 18, 25
9, 13, 15, 17, 36
1, 7, 8, 10, 23
1, 3, 12, 18, 20
1, 14, 24, 29, 35
8, 13, 18, 31, 33
8, 12, 17, 21, 32
2, 6, 12, 34, 37
3, 7, 10, 12, 15
10, 12, 18, 20, 33
8, 13, 19, 27, 33
5, 25, 30, 34, 36
1, 27, 31, 33, 40
11, 16, 18, 20, 29
1, 5, 8, 15, 40
4, 22, 24, 25, 38
2, 6, 9, 15, 21
5, 6, 12, 28, 31
23, 27, 33, 36, 40
16, 20, 33, 36, 37
4, 21, 23, 24, 34
5, 8, 10, 33, 36
6, 9, 14, 18, 31
2, 4, 8, 21, 40
4, 6, 10, 13, 19
2, 6, 11, 12, 29
7, 29, 34, 35, 37
1, 3, 9, 25, 26
8, 16, 17, 32, 37
1, 3, 12, 15, 24
5, 23, 25, 31, 33
4, 5, 9, 15, 26
4, 6, 14, 19, 31
7, 12, 27, 34, 38
1, 11, 13, 16, 22
2, 5, 32, 34, 37
4, 25, 29, 37, 39
2, 10, 16, 19, 22
5, 14, 19, 37, 39
7, 9, 10, 14, 35
14, 30, 34, 37, 40
9, 23, 27, 30, 35
1, 11, 23, 27, 32
6, 8, 12, 16, 24
3, 9, 13, 20, 21
2, 4, 10, 25, 26
6, 15, 17, 27, 32
7, 11, 12, 25, 34
1, 7, 8, 19, 40
1, 6, 13, 34, 35
29, 31, 34, 35, 36
9, 10, 13, 18, 27
3, 4, 30, 32, 33
10, 13, 14, 26, 29
2, 18, 21, 27, 28
1, 15, 24, 29, 32
5, 6, 8, 15, 27
1, 10, 15, 24, 28
1, 23, 24, 35, 38
8, 11, 29, 30, 33
8, 19, 27, 37, 38
2, 7, 12, 14, 26
6, 17, 29, 38, 40
1, 10, 16, 17, 38
10, 18, 23, 28, 35
3, 6, 18, 25, 35
2, 15, 17, 20, 33
12, 18, 24, 29, 31
9, 15, 23, 38, 40
10, 14, 15, 17, 31
1, 7, 18, 27, 28
6, 9, 12, 20, 31
3, 14, 17, 18, 31
1, 10, 13, 26, 36
8, 14, 18, 26, 40
6, 12, 17, 35, 37
3, 8, 15, 17, 39
1, 9, 13, 18, 21
8, 27, 28, 32, 33
5, 9, 11, 30, 32
6, 13, 22, 26, 27
9, 13, 24, 26, 27
1, 2, 30, 39, 40
6, 14, 24, 25, 36
10, 24, 25, 29, 30
4, 16, 22, 25, 40
13, 16, 20, 23, 24
9, 10, 13, 22, 38
3, 16, 24, 28, 36
2, 9, 24, 29, 36
7, 18, 25, 28, 32
10, 22, 23, 38, 40
11, 18, 22, 33, 36
15, 18, 27, 31, 33
3, 6, 10, 12, 40
3, 5, 14, 33, 34
9, 25, 28, 29, 33
16, 22, 26, 28, 38
7, 15, 24, 36, 37
1, 7, 15, 18, 36
5, 9, 18, 19, 29
5, 9, 18, 29, 32
2, 6, 7, 9, 20
2, 4, 11, 19, 23
13, 18, 25, 29, 33
2, 5, 7, 8, 9
17, 18, 21, 25, 33
3, 5, 24, 26, 39
4, 10, 17, 21, 35
2, 13, 22, 25, 35
17, 19, 21, 24, 29
1, 2, 8, 20, 30
5, 10, 11, 15, 22
12, 22, 31, 34, 37
5, 9, 13, 17, 24
1, 10, 17, 24, 29
7, 17, 19, 21, 23
9, 11, 31, 32, 37
9, 14, 27, 29, 33
1, 3, 16, 30, 38
2, 12, 18, 23, 33
3, 13, 15, 24, 35
2, 5, 7, 13, 29
12, 19, 25, 30, 38
8, 11, 18, 19, 31
9, 24, 26, 29, 33
1, 2, 8, 20, 37
6, 11, 16, 22, 25
5, 13, 15, 21, 36
15, 16, 20, 26, 33
3, 19, 30, 32, 40
1, 6, 17, 32, 37
3, 7, 10, 25, 40
2, 9, 24, 26, 35
9, 17, 18, 22, 28
2, 8, 14, 20, 35
5, 8, 20, 23, 29
5, 6, 15, 37, 38
5, 11, 19, 22, 27
5, 13, 19, 20, 37
2, 11, 23, 35, 36
3, 19, 20, 32, 36
7, 21, 22, 37, 38
11, 24, 25, 38, 39
3, 14, 18, 20, 40
1, 8, 10, 18, 39
3, 12, 18, 27, 31
2, 9, 26, 30, 37
1, 25, 31, 33, 34
17, 25, 26, 35, 39
1, 16, 18, 19, 25
4, 15, 17, 25, 26
19, 21, 22, 28, 35
17, 20, 22, 24, 32
11, 15, 25, 26, 36
19, 22, 25, 27, 37
24, 25, 30, 36, 38
1, 9, 19, 25, 36
13, 16, 24, 31, 34
2, 7, 14, 28, 39
2, 4, 17, 25, 38
16, 20, 25, 38, 39
12, 13, 21, 33, 36
1, 20, 31, 37, 40
12, 16, 24, 27, 31
4, 14, 16, 33, 34
1, 11, 15, 19, 40
5, 18, 29, 32, 34
9, 13, 17, 33, 39
3, 6, 7, 11, 22
14, 17, 22, 25, 37
11, 14, 16, 19, 30
7, 10, 12, 22, 26
11, 16, 26, 28, 32
14, 26, 29, 31, 38
9, 18, 23, 29, 39
2, 12, 18, 26, 30
11, 16, 18, 24, 38
16, 33, 35, 36, 37
20, 22, 24, 31, 34
12, 25, 33, 37, 40
3, 12, 21, 31, 36
2, 18, 25, 37, 38
2, 23, 24, 29, 31
2, 21, 27, 31, 35
9, 17, 22, 23, 28
3, 5, 6, 9, 22
1, 14, 21, 24, 27
15, 19, 24, 28, 35
5, 9, 23, 24, 29
8, 9, 28, 37, 40
5, 13, 22, 27, 32
12, 14, 17, 33, 38
6, 14, 19, 30, 39
12, 15, 17, 36, 37
5, 8, 11, 13, 23
2, 5, 7, 14, 25
9, 17, 29, 35, 38
7, 16, 25, 29, 36
12, 14, 18, 25, 32
2, 5, 13, 27, 38
5, 6, 18, 24, 31
1, 2, 3, 33, 38
6, 12, 16, 25, 27
5, 14, 21, 27, 31
2, 8, 12, 20, 28
7, 9, 27, 31, 33
18, 21, 31, 37, 39
2, 25, 29, 32, 38
2, 26, 28, 33, 36
7, 12, 27, 39, 40
1, 19, 21, 23, 24
6, 16, 17, 26, 37
1, 4, 9, 26, 29
13, 16, 17, 22, 38
7, 15, 17, 32, 37
6, 26, 31, 36, 37
1, 4, 8, 10, 14
12, 19, 27, 34, 40
17, 22, 29, 33, 38
16, 17, 18, 28, 35
8, 10, 11, 18, 39
9, 17, 26, 36, 38
12, 18, 21, 23, 32
4, 7, 8, 9, 16
1, 17, 21, 27, 29
2, 14, 17, 18, 25
6, 15, 19, 32, 38
6, 18, 24, 30, 39
4, 17, 23, 29, 37
20, 21, 31, 35, 38
11, 15, 30, 31, 34
3, 8, 11, 19, 26
2, 25, 27, 28, 40
1, 3, 17, 26, 36
14, 29, 30, 33, 36
11, 17, 22, 25, 29
3, 7, 24, 29, 40
7, 10, 15, 16, 23
24, 28, 29, 34, 38
3, 8, 11, 13, 22
15, 21, 27, 33, 34
3, 4, 21, 22, 24
6, 9, 13, 26, 32
